transcript	length	SRR2040575_brain	SRR2040576_brain	SRR2040577_heart	SRR2040578_heart	SRR2040579_liver	SRR2040580_liver	SRR2040581_testes	SRR2040582_testes	SRR2040583_testes
NM_001127202.3_PCID2	2145	0	6	4	8	0	8	25	12	0
NM_001127199.1_GAGE12D	585	0	0	0	0	0	0	6	21	0
NM_001127198.2_TMC6	2931	10	5	12	14	2	16	2	2	6
NM_001127197.1_ELF4	4096	0	0	10	16	0	0	4	9	0
NM_001127196.1_CNBP	3372	54	44	74	58	38	78	40	76	6
NM_001127195.1_CNBP	3375	64	34	60	50	52	56	32	42	0
NM_001127194.1_CNBP	3378	64	36	84	48	30	64	40	46	8
NM_001127193.1_CNBP	3396	64	34	50	78	24	56	44	50	8
NM_001127192.1_CNBP	3399	35	41	39	51	48	65	42	82	20
NM_001127190.1_CSK	2236	14	8	16	6	20	12	8	33	0
NM_001127184.2_CFLAR	1299	2	2	16	13	2	6	4	14	0
NM_001127183.2_CFLAR	10668	37	61	72	91	32	91	84	212	570
NM_001127181.2_CENPL	2693	4	6	4	0	0	8	17	15	29
NM_001127180.1_MYO7A	7339	0	10	2	1	8	12	18	78	12
NM_001127179.2_MYO7A	4079	0	2	0	2	0	2	10	32	0
NM_001127178.2_PIGG	3640	2	10	2	4	0	3	10	12	0
NM_001127176.1_MRO	5162	44	22	4	0	4	4	16	46	4
NM_001127175.1_MRO	5006	16	22	4	2	2	0	30	56	4
NM_001127174.1_MRO	4895	23	21	6	4	0	7	39	70	15
NM_001127173.1_CADM3	3559	422	324	14	4	0	0	8	11	18
NM_001127.3_AP1B1	4194	70	47	20	13	22	33	28	60	2
NM_001126340.2_ORAI2	10788	42	36	22	24	16	50	56	81	134
NM_001126339.3_THTPA	1829	12	6	6	0	6	2	4	2	1
NM_001126337.1_TUFT1	3083	2	5	2	2	6	15	11	22	16
NM_001126336.2_VCAN	4193	8	18	30	38	0	8	6	6	0
NM_001126335.1_SLC7A9	1703	0	0	0	0	8	4	0	2	0
NM_001126334.1_FOXD4L5	3109	2	0	0	0	0	0	0	2	10
NM_001126328.2_LNX1	3199	49	18	4	0	0	6	15	13	2
NM_001126242.2_TP73	4982	0	0	0	0	0	0	0	0	0
NM_001126241.2_TP73	5037	0	0	0	0	0	0	0	0	0
NM_001126240.2_TP73	5131	0	0	0	0	0	0	0	0	0
NM_001126181.1_NRGN	1238	793	589	6	0	0	2	2	0	8
NM_001126133.2_TNNT1	1178	4	4	6	22	0	0	4	0	0
NM_001126132.2_TNNT1	1211	4	0	10	16	0	0	2	3	2
NM_001126131.1_POLG	4452	46	39	22	24	19	25	19	40	0
NM_001126130.1_GINS3	2063	0	2	4	0	0	0	6	19	4
NM_001126129.1_GINS3	2414	0	3	0	0	2	2	4	12	0
NM_001126128.1_PROK2	1613	0	0	0	0	0	8	7	10	0
NM_001126123.3_ENOSF1	4206	2	3	5	4	17	20	8	26	6
NM_001126122.1_SLC25A19	1585	0	4	2	0	0	2	10	12	0
NM_001126121.1_SLC25A19	1675	4	7	6	0	0	0	14	17	0
NM_001126118.1_TP53	2708	0	2	4	0	0	0	0	2	0
NM_001126117.1_TP53	2331	0	0	0	0	2	2	4	2	2
NM_001126116.1_TP53	2404	0	0	0	0	0	2	2	6	0
NM_001126115.1_TP53	2271	2	2	4	1	0	6	2	10	4
NM_001126114.2_TP53	2724	0	0	0	0	2	4	2	0	0
NM_001126113.2_TP53	2651	0	0	4	0	2	2	0	4	0
NM_001126112.2_TP53	2588	2	0	2	0	2	2	0	0	0
NM_001126111.2_OSGIN2	4281	14	16	6	6	4	18	52	27	0
NM_001126106.2_SLC7A7	2299	6	2	4	6	0	5	35	12	7
NM_001126105.2_SLC7A7	2193	10	6	3	6	2	2	36	24	0
NM_001126102.2_HP	1301	2	0	10	12	3960	21294	1	0	0
NM_001126063.2_KHDC1L	652	2	0	0	0	0	0	2	0	0
NM_001126060.1_NOS1AP	5559	18	10	1	0	4	1	4	5	7
NM_001126058.2_DMKN	1471	0	0	5	0	0	0	2	2	0
NM_001126057.2_DMKN	1507	0	1	3	0	0	0	0	0	0
NM_001126055.2_CASK	8226	26	24	6	14	14	20	6	8	0
NM_001126054.2_CASK	8229	16	14	6	2	4	4	4	14	0
NM_001126049.1_KLLN	4277	9	7	0	5	6	8	8	19	34
NM_001126044.1_PTGER3	2055	0	0	0	0	0	0	0	0	0
NM_001126.3_ADSS	2791	90	116	14	18	8	49	263	226	28
NM_001125.3_ADPRH	3704	0	0	2	4	2	2	3	8	0
NM_001124767.1_SMIM4	467	8	4	32	4	11	2	4	11	36
NM_001124759.1_FRG2C	2069	0	2	3	1	0	1	2	11	14
NM_001124758.1_SPNS2	4349	88	98	16	29	8	18	8	15	0
NM_001124756.2_PABPC1L	2135	0	2	5	3	10	46	14	30	0
NM_001124.2_ADM	1606	4	4	16	23	6	26	2	12	0
NM_001123396.1_CCR2	2335	0	0	0	0	0	2	0	0	0
NM_001123395.1_CLDN19	3602	3	3	2	0	0	0	4	4	9
NM_001123391.3_TBC1D3	2260	3	7	2	0	0	10	20	15	100
NM_001123385.1_BCOR	6436	18	14	4	10	8	2	0	26	0
NM_001123384.1_BCOR	6351	2	4	6	2	0	10	10	26	0
NM_001123383.1_BCOR	6405	6	6	4	14	6	13	8	29	0
NM_001123378.2_ADSL	1580	10	6	12	8	6	8	24	22	0
NM_001123377.1_PARK7	921	102	92	92	77	94	110	59	73	0
NM_001123376.2_TMEM72	2901	0	0	0	0	0	0	2	8	0
NM_001123375.2_HIST2H3D	457	0	2	2	0	0	0	0	0	12
NM_001123369.1_PPP6C	4190	28	28	12	20	8	24	48	18	6
NM_001123366.1_HMSD	640	0	4	2	0	0	0	0	0	0
NM_001123364.1_METTL24	1101	84	309	38	8	424	8	18	2	308
NM_001123363.3_RGPD6	7640	85	83	18	14	4	86	133	177	2
NM_001123355.1_PPP6C	4367	25	36	10	24	10	12	60	39	5
NM_001123329.1_ZBTB1	3852	12	8	12	9	6	23	16	38	0
NM_001123226.1_MTO1	3048	10	2	8	7	6	13	18	5	0
NM_001123225.1_SYCE3	442	0	0	0	0	0	2	24	37	0
NM_001123168.2_FAM72A	2410	2	2	0	0	0	0	6	8	8
NM_001123068.1_PPIAL4G	738	0	0	0	0	2	0	0	5	0
NM_001123066.3_MAPT	6816	524	396	14	0	0	0	7	6	4
NM_001123065.1_C7orf65	2911	0	5	2	0	0	0	5	9	4
NM_001123041.2_CCR2	2689	0	0	2	6	2	4	0	2	0
NM_001123040.1_ARIH2OS	1598	4	6	5	5	5	16	19	19	337
NM_001123.3_ADK	2288	8	2	6	4	24	28	8	22	0
NM_001122979.2_FCAMR	1898	0	0	0	0	4	0	0	0	0
NM_001122965.1_RPTN	3569	0	0	0	0	0	0	0	0	0
NM_001122962.1_SIRPB2	2833	0	2	0	7	3	1	3	7	0
NM_001122961.1_C1orf194	742	2	2	0	0	0	0	242	69	0
NM_001122957.2_BCKDK	2237	26	10	28	18	20	38	7	12	0
NM_001122956.1_DBNL	2237	8	22	4	8	16	8	8	4	0
NM_001122955.3_BSCL2	2006	252	193	14	4	6	21	141	106	6
NM_001122951.2_ACKR1	1258	0	2	34	21	0	0	4	0	0
NM_001122890.2_GGT6	2652	0	1	3	5	0	3	6	10	18
NM_001122870.2_PPM1M	1845	4	8	8	2	2	10	8	12	2
NM_001122853.2_MYOZ3	3841	8	0	2	5	0	0	6	10	10
NM_001122848.2_SLC6A12	3270	6	12	0	0	22	4	2	2	0
NM_001122847.2_SLC6A12	3165	4	6	0	0	32	6	2	3	0
NM_001122842.2_NCOA7	6424	42	49	6	1	4	20	4	19	0
NM_001122841.2_FRMD1	2899	0	0	0	0	0	0	4	15	10
NM_001122839.1_SLC50A1	1201	0	2	0	0	4	8	2	2	6
NM_001122837.1_SLC50A1	1239	2	3	0	2	0	14	6	12	2
NM_001122835.2_TTC13	3127	4	12	2	6	2	19	4	10	14
NM_001122827.1_ESRP1	3533	0	2	0	0	0	0	0	15	0
NM_001122826.1_ESRP1	3684	0	0	0	0	0	2	0	12	0
NM_001122825.1_ESRP1	3545	0	2	0	0	0	0	2	12	0
NM_001122824.1_TACC1	6572	93	91	40	38	6	34	56	128	2
NM_001122823.1_GTF3C5	2457	8	17	9	8	8	18	25	39	0
NM_001122821.1_SET	2863	80	74	19	58	26	47	46	67	2
NM_001122819.2_KIF17	4000	9	13	0	1	0	2	27	20	10
NM_001122779.1_FAM124B	2568	0	0	1	2	0	0	2	3	0
NM_001122772.2_AGAP2	5838	316	259	7	7	0	4	4	4	8
NM_001122770.1_ZBTB37	2300	0	8	0	2	1	4	20	14	0
NM_001122769.2_LCA5	4574	10	8	2	2	0	0	10	25	0
NM_001122764.1_PPOX	1777	13	8	3	2	4	5	6	6	0
NM_001122757.2_POU1F1	1340	0	0	0	0	0	0	0	0	0
NM_001122752.1_SERPINI1	1696	312	342	4	3	0	0	14	19	0
NM_001122731.2_MICAL3	3105	9	8	0	9	1	0	9	32	0
NM_001122716.1_PRR32	1228	0	0	0	0	0	0	0	0	0
NM_001122681.1_SH3BP2	9068	12	11	15	15	20	33	27	38	57
NM_001122679.1_TENM2	9645	42	47	60	40	0	0	8	14	0
NM_001122674.1_ABCD3	967	2	7	2	0	6	4	2	11	0
NM_001122672.1_KYAT1	1792	10	6	2	0	2	0	4	4	0
NM_001122671.1_KYAT1	1936	9	3	0	6	2	4	3	2	0
NM_001122670.1_PHKA1	6138	4	6	8	4	0	0	7	21	8
NM_001122665.3_DDX3Y	4757	16	18	15	26	4	47	80	86	0
NM_001122646.2_FAM178B	2691	2	4	2	0	0	2	6	15	0
NM_001122636.1_GALNT9	2680	111	58	0	0	0	0	2	1	0
NM_001122634.3_CPS1	4794	2	2	4	2	990	160	22	18	0
NM_001122633.2_CPS1	5738	2	2	2	2	1154	176	14	15	3
NM_001122631.1_CDKN1C	1771	6	6	14	2	2	0	2	0	0
NM_001122630.1_CDKN1C	1776	8	10	32	6	0	0	4	4	0
NM_001122608.2_HCCS	2307	10	10	10	4	4	0	8	12	6
NM_001122607.1_RUNX1	2722	2	4	4	8	0	0	0	4	14
NM_001122606.1_LAMP2	3767	82	68	12	8	26	43	12	29	6
NM_001122.3_PLIN2	2029	8	4	136	330	106	983	32	84	0
NM_001121.3_ADD3	4375	34	42	19	12	2	11	33	65	0
NM_001120.4_MFSD10	1969	4	19	12	9	2	17	4	17	14
NM_001119.4_ADD1	3970	132	94	38	23	15	26	52	73	18
NM_001118890.1_GLRX	1093	14	8	16	26	18	43	0	4	0
NM_001118888.1_ANGPT2	5114	2	4	0	20	2	8	0	6	0
NM_001118887.1_ANGPT2	5267	0	5	3	37	2	4	2	8	5
NM_001118886.1_GLRA2	3458	2	8	0	0	0	0	2	0	2
NM_001118885.1_GLRA2	3030	3	0	2	0	0	2	3	4	4
NM_001118.4_ADCYAP1R1	6509	46	45	3	2	0	4	0	0	2
NM_001117.4_ADCYAP1	3259	8	18	0	2	0	0	0	11	0
NM_001116.3_ADCY9	7741	48	34	54	32	18	36	20	61	41
NM_001115156.1_GDI2	2306	78	82	51	64	86	75	85	115	0
NM_001115152.1_CD300LD	644	0	0	0	0	0	0	0	0	0
NM_001115131.2_C6	3749	0	1	19	16	209	194	17	14	0
NM_001115116.1_ANKRD53	1993	0	0	0	0	2	0	26	2	2
NM_001115113.2_WDR26	6836	54	48	49	54	17	117	99	105	1
NM_001115016.2_KANSL3	5240	87	92	58	71	40	123	192	218	38
NM_001115.2_ADCY8	4145	25	26	2	5	0	5	8	0	2
NM_001114982.1_TP63	2640	0	0	0	0	0	0	0	0	0
NM_001114981.1_TP63	4603	0	0	0	0	0	2	0	12	0
NM_001114980.1_TP63	4697	0	0	0	2	2	0	0	10	2
NM_001114979.1_TP63	2870	0	0	0	0	0	2	0	0	0
NM_001114978.1_TP63	4833	0	0	0	0	0	0	0	4	0
NM_001114974.1_SMTNL2	2285	0	0	8	11	0	0	2	4	0
NM_001114938.2_CCDC17	2267	0	0	0	2	2	0	0	0	0
NM_001114937.2_SH2D1A	2514	0	0	0	0	0	2	0	0	2
NM_001114759.2_ZNF683	1687	0	0	0	0	0	0	36	8	6
NM_001114752.2_CD55	2914	6	4	10	18	4	2	9	6	0
NM_001114748.1_TMEM240	1128	14	9	0	0	0	0	0	0	0
NM_001114735.1_BCL2A1	955	0	0	0	2	2	4	0	2	0
NM_001114734.1_PABPC4L	4944	0	2	4	4	0	4	6	4	0
NM_001114726.2_PRRT4	2411	0	8	2	0	0	0	0	0	0
NM_001114636.1_FANCL	1753	20	4	2	4	2	21	16	22	0
NM_001114635.1_PLAG1	6874	4	0	2	0	0	0	0	10	2
NM_001114634.1_PLAG1	7233	0	2	0	0	0	0	7	23	0
NM_001114633.1_PLA2G4B	2752	4	6	9	5	0	11	11	13	0
NM_001114632.1_JMJD7	1439	10	12	0	4	2	7	6	16	28
NM_001114620.1_MGAT1	2869	2	8	32	16	18	40	6	25	0
NM_001114619.1_MGAT1	2658	8	10	28	22	32	38	20	4	0
NM_001114618.1_MGAT1	3181	8	7	20	18	26	42	13	19	0
NM_001114617.1_MGAT1	3095	21	13	15	14	28	56	19	16	0
NM_001114614.2_MFGE8	1886	12	4	48	32	0	1	4	7	0
NM_001114600.2_SZRD1	3695	38	10	44	52	42	56	37	65	3
NM_001114598.1_ASPDH	1061	6	15	0	0	43	13	0	0	0
NM_001114403.2_UPK3BL	1360	28	17	12	18	12	22	16	28	19
NM_001114397.1_DHX36	3583	30	40	14	10	8	27	66	103	0
NM_001114395.2_CNTLN	4936	6	6	6	4	6	19	9	34	2
NM_001114394.1_PAPD4	3523	8	0	4	10	2	6	6	18	0
NM_001114393.1_PAPD4	3248	4	2	4	4	5	14	11	26	0
NM_001114387.1_TMPRSS11A	2419	0	0	0	0	0	2	0	0	0
NM_001114382.2_TSC2	5682	14	20	8	4	6	6	20	40	4
NM_001114380.1_ITGAL	4974	2	3	4	1	19	21	7	12	0
NM_001114377.1_FOXP3	2292	0	0	0	0	2	0	2	0	0
NM_001114357.1_C4orf47	974	0	0	0	0	0	2	16	8	0
NM_001114331.2_CLCN7	4164	44	36	12	10	10	32	46	63	0
NM_001114309.1_ELF3	3263	0	0	0	13	4	130	1	3	43
NM_001114185.2_MVK	2075	6	8	8	0	36	4	20	23	8
NM_001114184.2_MTRF1L	3678	14	9	14	18	2	19	14	15	10
NM_001114183.1_GRIA1	5747	28	24	2	0	0	0	2	0	0
NM_001114182.2_IRAK4	4351	3	6	7	4	3	20	23	32	20
NM_001114176.1_AEBP2	5099	14	4	2	5	0	8	3	14	2
NM_001114175.1_GABRA2	2784	36	23	0	0	0	0	0	2	0
NM_001114173.2_CTSC	6136	17	32	33	57	13	52	74	111	308
NM_001114172.1_PIK3R3	5194	10	6	6	23	0	8	35	59	6
NM_001114171.1_FOSB	3668	8	0	6	0	0	0	0	57	4
NM_001114139.3_DMTN	2518	11	24	0	0	0	0	0	0	8
NM_001114138.2_DMTN	2621	12	16	2	0	2	0	0	0	4
NM_001114137.3_DMTN	2634	14	16	2	0	4	0	0	2	0
NM_001114136.2_DMTN	2526	20	14	6	0	0	2	4	2	2
NM_001114135.4_DMTN	2570	14	18	4	2	0	4	2	0	2
NM_001114134.1_EPB42	2464	0	0	0	0	0	2	0	2	16
NM_001114133.2_SYNPO2L	4954	14	11	109	54	8	6	2	7	16
NM_001114132.1_NBEAL1	9058	8	6	4	9	12	7	25	19	12
NM_001114123.2_ELK1	2934	32	24	8	10	16	14	27	39	0
NM_001114122.2_CHEK1	4174	0	2	0	0	0	0	6	16	0
NM_001114121.2_CHEK1	2699	0	6	3	2	0	0	18	16	33
NM_001114120.2_DEPDC1	5459	2	0	0	0	4	2	48	39	0
NM_001114118.2_NCBP3	8197	34	54	33	54	22	85	104	193	43
NM_001114106.2_SLC44A3	2397	2	0	4	0	0	0	0	0	0
NM_001114101.1_C1QC	1205	12	4	18	14	22	0	8	18	0
NM_001114100.2_SEZ6L2	3232	54	31	2	2	0	0	6	8	0
NM_001114099.2_SEZ6L2	3325	64	42	0	0	0	0	8	12	0
NM_001114094.1_BLNK	1760	0	2	0	0	4	20	0	2	0
NM_001114093.1_LSM14A	3772	62	40	40	52	20	73	66	117	8
NM_001114092.1_THUMPD3	3775	19	22	16	19	16	34	101	48	2
NM_001114091.2_CDC27	5871	30	24	10	13	2	27	30	34	65
NM_001114090.1_NGEF	2812	258	181	2	0	4	20	2	14	0
NM_001114086.1_CLIC5	5988	10	6	64	152	0	0	3	3	0
NM_001113756.2_TYMP	1851	0	2	12	8	6	20	0	0	0
NM_001113755.2_TYMP	1679	0	0	14	1	8	13	0	0	0
NM_001113738.1_ARL17A	5273	34	56	50	7	23	72	114	155	161
NM_001113575.1_CDKL3	2138	0	3	2	0	0	0	23	8	0
NM_001113567.2_LRRC75A	2831	18	16	0	4	4	2	10	26	14
NM_001113561.2_RNF180	4945	4	10	0	6	2	10	5	12	0
NM_001113547.1_LIMA1	3629	8	6	20	16	2	4	10	22	0
NM_001113546.1_LIMA1	3748	2	8	16	22	2	14	14	42	0
NM_001113541.1_SPATA31A5	4226	2	0	0	0	0	0	16	6	0
NM_001113536.1_FOLR2	1127	0	0	4	2	2	0	0	0	0
NM_001113535.1_FOLR2	1133	0	0	2	2	6	0	0	4	0
NM_001113534.1_FOLR2	1139	0	4	2	0	0	0	0	2	0
NM_001113528.1_METTL15	4345	12	8	2	4	0	10	8	7	3
NM_001113525.1_ZNF276	4621	6	9	10	20	4	22	8	29	2
NM_001113523.2_PARP15	5060	32	50	18	21	15	101	81	155	386
NM_001113513.1_ARHGEF7	4956	29	22	10	2	6	8	16	22	0
NM_001113512.2_ARHGEF7	6033	50	42	0	6	0	0	14	16	2
NM_001113511.2_ARHGEF7	6183	39	22	4	1	0	4	8	11	3
NM_001113498.2_MDGA2	5544	2	4	0	0	0	4	12	8	26
NM_001113490.1_AMOT	6945	41	70	6	2	4	4	8	15	0
NM_001113482.1_MANEAL	2858	12	6	4	2	4	6	8	4	302
NM_001113475.2_NOXRED1	1869	1	0	0	0	0	0	9	15	0
NM_001113434.4_C17orf51	7912	79	77	12	13	10	7	42	64	32
NM_001113411.1_FGGY	2102	4	4	0	2	14	10	8	0	0
NM_001113410.1_PSG11	1175	0	0	0	0	0	0	0	0	0
NM_001113407.2_LDB1	3217	50	58	22	11	4	14	24	42	26
NM_001113402.1_AMN1	2124	24	22	2	2	2	4	46	17	0
NM_001113398.1_ZNF385B	2653	12	4	0	0	4	2	2	10	0
NM_001113397.1_ZNF385B	2793	12	14	0	0	1	0	2	6	0
NM_001113381.1_RGS4	2924	208	174	0	14	0	0	2	2	0
NM_001113380.1_RGS4	3055	233	210	2	4	0	0	0	4	0
NM_001113378.1_FANCI	4749	2	6	4	2	13	0	70	72	0
NM_001113363.1_TBC1D14	4153	34	38	10	12	16	8	22	50	2
NM_001113361.1_TBC1D14	4887	40	32	10	2	14	15	22	47	6
NM_001113349.1_ECE1	5105	18	16	8	22	18	58	20	48	10
NM_001113348.1_ECE1	5154	10	12	18	22	12	69	18	50	16
NM_001113347.1_ECE1	5259	6	17	38	15	27	49	30	48	20
NM_001113324.2_TEN1	1010	4	6	8	8	15	26	18	10	0
NM_001113239.2_HIPK2	15164	204	318	32	95	28	88	5	48	8
NM_001113228.2_NTNG1	6043	16	8	0	0	0	0	2	4	0
NM_001113226.2_NTNG1	6220	6	20	0	1	0	0	0	2	0
NM_001113207.1_TSTD1	599	6	10	0	4	12	9	4	6	11
NM_001113206.1_TSTD1	476	2	4	4	2	4	2	4	0	0
NM_001113205.1_TSTD1	688	6	0	4	0	8	0	6	4	6
NM_001113203.2_NACA	3191	44	36	117	123	22	64	63	38	4
NM_001113202.1_NACA	1061	70	58	76	50	52	64	56	53	6
NM_001113201.2_NACA	1138	58	31	48	63	38	65	53	47	14
NM_001113182.2_BRD2	4807	43	38	28	23	18	49	65	109	30
NM_001113178.2_NFAT5	13304	20	18	13	1	5	26	20	50	2
NM_001112812.1_GRIA4	3213	60	77	0	0	0	2	0	0	6
NM_001112808.2_FPGT-TNNI3K	3328	4	6	25	8	0	2	4	0	0
NM_001112802.1_SLC8A1	6032	11	8	40	27	2	2	2	6	0
NM_001112801.1_SLC8A1	6014	6	14	38	32	2	2	2	0	0
NM_001112800.1_SLC8A1	6038	25	17	38	28	0	0	0	2	0
NM_001112741.1_KCNC1	3134	80	86	2	0	0	0	6	2	16
NM_001112736.1_FAM208A	8296	36	35	12	18	6	58	110	164	31
NM_001112734.3_ZSCAN30	4142	6	14	4	9	1	15	17	17	0
NM_001112732.2_MCF2L	6424	60	72	19	19	2	9	0	0	0
NM_001112726.2_CEP170B	6715	106	124	15	10	6	30	12	40	0
NM_001112724.1_STK32A	1693	0	2	0	0	0	0	2	0	0
NM_001112720.2_LIMCH1	5852	38	31	18	16	2	8	10	2	0
NM_001112719.2_LIMCH1	5888	42	22	26	30	2	18	4	6	2
NM_001112718.2_LIMCH1	6103	58	32	36	18	2	10	0	4	2
NM_001112717.2_LIMCH1	6106	29	35	20	32	4	6	8	6	2
NM_001112706.2_SCIN	3261	3	7	5	0	0	4	8	13	2
NM_001112704.1_VAX1	1968	0	5	0	0	0	0	0	2	0
NM_001112.3_ADARB1	6924	46	32	20	8	4	12	4	9	14
NM_001111322.1_DDX54	4404	40	18	16	17	14	34	4	21	20
NM_001111319.1_CLDN22	2708	2	0	0	0	0	2	0	0	0
NM_001111309.1_PDE4A	4503	16	16	4	0	0	2	12	2	10
NM_001111308.1_PDE4A	4608	26	16	4	0	2	0	22	0	24
NM_001111307.1_PDE4A	4794	26	22	5	2	0	2	13	6	11
NM_001111298.2_PPIL6	4223	5	10	4	2	3	12	36	30	44
NM_001111284.1_IGF1	7204	6	4	13	7	12	80	13	41	46
NM_001111283.2_IGF1	7415	6	6	12	10	24	45	16	34	26
NM_001111125.2_IQSEC2	6021	108	94	6	2	4	4	17	16	10
NM_001111113.1_UBE2K	5106	24	18	6	5	9	10	18	11	2
NM_001111112.1_UBE2K	5130	36	24	8	6	6	17	16	16	0
NM_001111101.1_CNRIP1	1312	14	14	1	1	0	0	0	2	0
NM_001111097.2_LYN	4095	4	0	8	10	10	17	6	10	0
NM_001111077.1_EZR	3138	84	64	74	56	28	112	89	192	34
NM_001111067.2_ACVR1	2881	23	16	10	7	8	28	16	12	0
NM_001111061.1_NHLH2	2501	1	0	0	0	0	0	0	2	0
NM_001111047.1_CCNA1	1841	8	2	0	0	0	0	60	16	12
NM_001111046.1_CCNA1	1844	4	0	0	0	0	0	81	24	8
NM_001111045.1_CCNA1	1962	6	2	0	0	0	0	57	32	0
NM_001111039.2_ZSCAN26	2847	8	3	2	2	4	2	0	8	0
NM_001111038.1_FBXL13	2804	1	1	1	1	0	3	29	15	0
NM_001111036.2_ACP5	1610	2	0	0	0	2	2	0	4	0
NM_001111035.2_ACP5	1683	0	0	0	0	8	0	0	0	0
NM_001111034.2_ACP5	1641	2	1	0	0	6	8	2	2	0
NM_001111020.2_SUPT5H	3734	36	30	31	7	6	16	64	79	18
NM_001111019.2_NAV2	8099	22	37	37	42	30	172	12	12	21
NM_001110822.1_TDRD12	1617	0	0	0	0	0	0	27	25	0
NM_001110798.1_NAA16	1833	2	0	0	4	2	4	7	3	0
NM_001110792.1_MECP2	1734	8	7	11	6	3	10	4	16	0
NM_001110781.2_SLC35E2B	6042	93	87	29	9	17	44	26	64	6
NM_001110556.1_FLNA	8557	45	76	622	513	26	98	170	338	28
NM_001110533.1_LEXM	1719	0	0	0	0	0	0	2	2	0
NM_001110514.1_EBF4	2931	6	22	3	2	6	13	4	5	0
NM_001110503.2_TMEM87A	2788	9	9	6	6	7	8	28	23	7
NM_001110361.1_RNASE9	1191	0	0	0	0	0	0	2	0	0
NM_001110360.1_RNASE9	1231	0	0	0	0	0	0	0	0	0
NM_001110359.1_RNASE9	1266	0	0	0	0	0	0	0	2	0
NM_001110358.1_RNASE9	1156	0	0	0	0	0	0	0	0	0
NM_001110357.1_RNASE9	1103	0	0	0	0	0	0	0	0	0
NM_001110356.1_RNASE9	1120	0	0	0	0	0	0	0	0	0
NM_001110354.1_ZP3	1317	7	2	0	2	0	6	12	14	0
NM_001110221.2_GJB6	1944	18	4	0	0	0	0	4	0	0
NM_001110220.2_GJB6	2068	26	2	2	0	0	0	0	0	0
NM_001110219.2_GJB6	2178	16	10	0	1	0	2	2	1	0
NM_001110215.2_CENPM	557	0	0	0	0	0	0	0	0	0
NM_001110199.2_SRRM3	3642	8	36	6	2	2	0	4	4	26
NM_001110.3_ADAM10	5050	46	28	22	26	10	41	19	64	0
NM_001109997.2_KLHL33	1863	0	0	0	0	0	0	0	0	8
NM_001109977.1_FAM160A1	4576	0	2	6	2	4	0	6	26	0
NM_001109974.2_SYNPO	4617	162	151	99	79	4	10	2	9	0
NM_001109903.1_RNFT2	2914	7	8	0	0	0	0	0	10	0
NM_001109891.1_MAPK3	1770	62	44	24	8	2	8	36	12	0
NM_001109763.1_GSG1L	4922	8	12	2	0	0	0	0	0	54
NM_001109689.3_ZNF250	6367	15	13	10	10	4	9	10	16	61
NM_001109662.3_HECTD4	15450	298	281	66	45	34	71	154	225	36
NM_001109660.1_C16orf92	895	2	2	0	0	0	0	6	2	4
NM_001109659.1_C16orf92	815	2	2	0	0	0	0	6	3	0
NM_001109619.1_HIGD1C	294	0	0	0	0	0	0	0	0	0
NM_001109.4_ADAM8	3316	0	0	2	2	4	6	2	4	0
NM_001107.4_ACYP1	637	14	9	4	0	0	0	6	9	0
NM_001106.3_ACVR2B	11373	18	35	11	19	4	24	51	83	6
NM_001105677.2_UGT2A2	2568	0	0	1	0	0	2	0	0	0
NM_001105669.2_TTC24	2005	2	1	0	0	0	0	2	0	0
NM_001105663.2_NUDT7	1118	0	2	4	0	6	2	0	0	0
NM_001105659.1_LRRIQ3	2865	0	0	0	0	0	0	32	45	8
NM_001105581.1_LRRC30	906	0	0	0	0	0	0	0	2	0
NM_001105580.2_GABRR3	1521	0	0	0	0	0	0	0	0	0
NM_001105579.1_SYNDIG1L	2629	2	4	2	0	0	0	0	2	0
NM_001105578.1_SYCE2	946	0	1	2	2	5	1	50	28	0
NM_001105577.1_URAD	522	0	0	0	0	0	0	0	1	0
NM_001105576.2_SOWAHD	1607	0	0	0	0	0	0	0	4	0
NM_001105574.1_HMX3	1074	2	0	0	0	2	0	0	0	0
NM_001105573.1_FBXO45	5743	67	57	32	38	12	33	70	110	178
NM_001105571.2_DHRS7C	1011	0	0	28	0	0	0	0	0	0
NM_001105570.1_NUDT19	2984	21	15	24	13	12	30	22	30	48
NM_001105569.1_MSGN1	582	0	2	0	0	0	2	0	0	0
NM_001105568.2_KIF13A	7101	10	20	30	44	18	53	10	32	8
NM_001105567.2_KIF13A	5861	14	8	14	14	4	2	16	12	0
NM_001105566.2_KIF13A	5900	10	10	8	10	2	0	6	8	0
NM_001105565.2_SMTNL1	1649	0	10	0	0	0	4	0	2	0
NM_001105564.1_CCHCR1	2974	4	4	0	4	0	6	64	58	24
NM_001105563.1_CCHCR1	2866	4	0	4	0	0	0	55	96	18
NM_001105562.2_UBE4B	5890	44	38	26	12	12	30	12	40	0
NM_001105556.2_THEMIS2	2724	4	2	0	5	0	4	4	10	0
NM_001105552.1_ZNF83	2749	0	4	0	8	0	2	2	4	0
NM_001105551.1_ZNF83	2873	0	4	0	6	0	0	4	4	0
NM_001105550.1_ZNF83	2847	2	4	4	2	0	4	0	12	0
NM_001105549.1_ZNF83	2963	2	7	9	7	2	6	5	11	0
NM_001105545.1_ECHDC1	2079	12	6	10	4	4	18	10	6	0
NM_001105544.1_ECHDC1	2132	2	6	10	4	0	6	2	6	0
NM_001105543.1_PLXNA4	3408	8	0	0	0	2	0	2	0	0
